id,title,authors,year,categories,abstract,pdf_url,matched_terms,relevance_prob,query_type
1608.01269v1,Modeling the microscopic electrical properties of thrombin binding aptamer (TBA) for label-free biosensors,"Eleonora Alfinito, Lino Reggiani, Rosella Cataldo, Giorgio De Nunzio, Livia Giotta, Maria Rachele Guascito",2016,"physics.bio-ph, cond-mat.soft, physics.chem-ph, q-bio.BM","Aptamers are chemically produced oligonucleotides, able to bind a variety of targets such as drugs, proteins and pathogens with high sensitivity and selectivity. Therefore, aptamers are largely employed for producing label-free biosensors, with significant applications in diagnostics and drug delivery. In particular, the anti-thrombin aptamers are biomolecules of high interest for clinical use, because of their ability to recognize and bind the thrombin enzyme. Among them, the DNA 15-mer thrombin-binding aptamer (TBA), has been widely explored concerning both its structure, which was resolved with different techniques, and its function, especially about the possibility of using it as the active part of biosensors. This paper proposes a microscopic model of the electrical properties of TBA and the aptamer-thrombin complex, combining information from both structure and function. The novelty consists in describing both the aptamer alone and the complex as an impedance network, thus going deeper inside the issues addressed in an emerging electronics branch known as proteotronics. The theoretical results are compared and validated with Electrochemical Impedance Spectroscopy measurements reported in the literature. Finally, the model suggests resistance measurements as a novel tool for testing aptamer-target affinity.",https://arxiv.org/pdf/1608.01269v1,"Electrochemical Impedance Spectroscopy, electrochemical impedance, impedance spectroscopy, electrochemical impedance, impedance spectroscopy",46.73,
1908.00962v1,Theory of Impedance Spectroscopy for Lithium Batteries,"Fabian Single, Birger Horstmann, Arnulf Latz",2019,"physics.chem-ph, physics.comp-ph","In this article, we derive and discuss a physics-based model for impedance spectroscopy of lithium batteries. Our model for electrochemical cells with planar electrodes takes into account the solid-electrolyte interphase (SEI) as porous surface film. We present two improvements over standard impedance models. Firstly, our model is based on a consistent description of lithium transport through electrolyte and SEI. We use well-defined transport parameters, e.g., transference numbers, and consider convection of the center-of-mass. Secondly, we solve our model equations analytically and state the full transport parameter dependence of the impedance signals. Our consistent model results in an analytic expression for the cell impedance including bulk and surface processes. The impedance signals due to concentration polarizations highlight the importance of electrolyte convection in concentrated electrolytes. We simplify our expression for the complex impedance and compare it to common equivalent circuit models. Such simplified models are good approximations in concise parameter ranges. Finally, we compare our model with experiments of lithium metal electrodes and find large transference numbers for lithium ions. This analysis reveals that lithium-ion transport through the SEI has solid electrolyte character.",https://arxiv.org/pdf/1908.00962v1,"impedance spectroscopy, impedance spectroscopy, DL",46.73,
2506.01997v1,NELM: Modern Open-Source Software for Multipurpose Impedance Spectra Analysis,"Natalia A. Boitsova, Anna A. Abelit, Daniil D. Stupin",2025,"physics.app-ph, physics.comp-ph, physics.data-an","Nowadays electrical impedance spectroscopy (EIS) has become an advanced experimental technique with a wide range of applications: from simple passive circuits diagnostics to semiconductor high-end device development and breakthrough technologies in bio-sensing. Although hardware for EIS today is well developed, the EIS analysis software is mainly custom, old fashioned, i.e. it is limited by features, does not utilize the progress in the modern computer science and hardware, and is usually implemented in close-source code or written on outdated programming languages, which causes slow progress in field of the EIS and complicates researchers attempts of development in EIS autonomous devices, such as implants. In this article, we introduce a free and open-sourced MatLab/GNU Octave package for EIS analysis called NELM, which provides powerful equipment tools for matching experimental impedance data with theoretical equivalent circuits. Our software has an user friendly interface and supports different formats of input data, fitting programs, and impedance models. In addition, we have developed NELM with implementation of the latest progress in computation science such as symbolic calculations, parallel computing, and artificial intelligence. The abilities of NELM were validated by its applications in the different fields of science, such as semiconductor studies, bioimpedance and electrochemestry, which demonstrated high-efficiency of the proposed software package and showed that it is a promising tool for solving actual problems in electronic industry, biosensorics, and healthcare technologies.",https://arxiv.org/pdf/2506.01997v1,"EIS, impedance spectroscopy, impedance data, impedance spectroscopy, Artificial Intelligence, AI, DL",46.73,
2311.18396v1,Measurement of Enthalpy and Entropy of the Rate-Determining Step of a Model Electrocatalyst for the Oxygen Evolution Reaction,"Joaquín Morales-Santelices, Marcel Risch",2023,physics.chem-ph,"Experimentally determined thermodynamic parameters are rarely reported for electrocatalytic reactions including the oxygen evolution reaction (OER). Yet, they contain unique and valuable mechanistic insight and present a missing link to theoretical investigations. Herein, a protocol for determining thermodynamic properties of the rate determining steps (RDS) of the OER is presented. Cobalt oxide is investigated at pH 7 as a case study. Two different approaches are employed: steady state polarization (SSP) that uses chronopotentiometry at different temperatures and current values, and potentiostatic electrochemical impedance spectroscopy (PEIS) at different DC voltages and temperatures. The data is used to fit a 3D plane from which entropy and enthalpy of the RDS are obtained. The data analysis requires an appropriate filtering of the data. Hence, we discuss suitable figures of merit for establishing appropriate filtering criteria. The values obtained are 0.72 and -0.39 eV (at 298 K) for enthalpic and entropic contributions, respectively. The obtained values are reproducible for both approaches and consistent with literature. We further highlight that the RDS entropy gives clue of the number of water molecules adsorbed or protons released prior to RDS and thereby helps identifying plausible OER mechanisms.",https://arxiv.org/pdf/2311.18396v1,"EIS, Electrochemical Impedance Spectroscopy, electrochemical impedance, impedance spectroscopy, electrochemical impedance, impedance spectroscopy, AI",46.73,
2001.05950v1,Enhanced Operational Stability of Perovskite Light-Emitting Electrochemical Cells Leveraging Ionic Additives,"Aditya Mishra, Masoud Alahbakhshi, Ross Haroldson, Lyndon D. Bastatas, Qing Gu, Anvar A. Zakhidov, Jason D. Slinker",2020,"cond-mat.mtrl-sci, physics.app-ph, physics.chem-ph, physics.optics","Hybrid perovskites are emerging as highly efficient materials for optoelectronic applications, however, the operational lifetime has remained a limiting factor for the continued progress of perovskite light emitting devices such as light emitting diodes (LEDs) and perovskite light emitting electrochemical cells (PeLECs). In this work, PeLECs utilizing an optimized fraction of LiPF6 salt additive exhibit enhanced stability. At 0.5 wt% LiPF6, devices exhibit 100 h operation at high brightness in excess of 800 cd/m2 under constant current driving, achieving a maximum luminance of 3260 cd/m2 and power efficiency of 9.1 Lm/W. This performance extrapolates to a 6700 h luminance half-life from 100 cd/m2, a 5.6-fold improvement over devices with no lithium salt additive. Analysis under constant voltage driving reveals three current regimes, with lithium addition strongly enhancing current in the second and third regimes. The third regime correlates degradation of luminance with decreased current. These losses are mitigated by LiPF6 addition, an effect postulated to arise from preservation of perovskite structure. To further understand lithium salt addition, electrochemical impedance spectroscopy with equivalent circuit modeling is performed. Electrical double layer widths from ionic redistribution are minimized at 0.5wt% LiPF6 and inversely correlate with efficient performance.",https://arxiv.org/pdf/2001.05950v1,"Electrochemical Impedance Spectroscopy, electrochemical impedance, impedance spectroscopy, electrochemical impedance, impedance spectroscopy, AI",46.73,
2511.06929v2,Inversion of the impedance response towards physical parameter extraction using interpretable machine learning,"Mahmoud Nabil, Isel Grau-García, Ricardo Grau-Crespo, Said Hamad, Juan A. Anta",2025,physics.app-ph,"Interpreting the impedance response of perovskite solar cells (PSCs) is challenging due to the complex coupling of ionic and electronic motion. While drift-diffusion (DD) modelling is a reliable method, its mathematical complexity makes directly extracting physical parameters from experimental data infeasible. This work uses DD modelling to generate a large synthetic dataset of impedance spectra for a standard TiO2/MAPI/spiro configuration. This dataset trains machine learning (ML) models to predict recombination and ionic parameters from impedance measurements. A Gradient Boosting Regressor, using features from a generalized equivalent circuit, showed the best performance. Interpretative analysis indicates open-circuit impedance experiments best probe recombination losses, while short-circuit conditions are more adequate for extracting ionic features like concentrations and mobilities. The trained ML models were tested on experimental spectra, confirming the inferred physical parameters could reproduce the data. For the studied configuration, predicted ion concentrations were (1.3-3.3) 10^17 cm-3, ion mobilities were (5-7) 10^-11 cm2V-1s-1, and surface recombination velocities were 7-9 and 23-35 m/s. This approach provides insights into the physical information extractable from impedance measurements and paves the way for ML models to unambiguously derive efficiency-determining parameters for solar cells.",https://arxiv.org/pdf/2511.06929v2,"Impedance Spectra, impedance measurement, impedance response, Machine Learning, AI, ML",46.73,
2105.11226v1,A new ideality factor for perovskite solar cells and an analytical theory for their impedance spectroscopy response,"Laurence J. Bennett, Antonio J. Riquelme, Nicola E. Courtier, Juan A. Anta, Giles Richardson",2021,"physics.app-ph, cond-mat.mtrl-sci, physics.chem-ph","Impedance spectroscopy (IS) is a relatively straightforward experimental technique that is commonly used to obtain information about the physical and chemical characteristics of photovoltaic devices. However, the non-standard physical behaviour of perovskite solar cells (PSC), which are heavily influenced by the motion of mobile ion vacancies, has hindered efforts to obtain a consistent theory to interpret PSC impedance data. This work rectifies this omission by deriving a simple analytic model of the impedance response of a PSC from the underlying drift-diffusion model of charge carrier dynamics and ion vacancy motion. Extremely good agreement is shown between the analytic model and the much more complex drift-diffusion model in regimes (including maximum power point) where the applied voltage is close to the open circuit voltage $V_{oc}$. Both models show good qualitative agreement to experimental IS data in the literature and predict many of the observed anomalous features found in impedance measurements on PSCs, such as `the giant low frequency capacitance` and `inductive arcs' in the Nyquist plots. Where the physical properties of the PSC are already known the analytic model can be used to predict the recombination current $j_{rec}$ and the high and low frequency resistances and capacitances of the cell, $R_{HF}$, $C_{HF}$, $R_{LF}$ and $C_{LF}$. In scenarios where the physical properties of the cell are unknown the analytic model can also used to extract physical parameters from experimental PSC impedance data. {A novel physical parameter of particular significance to PSC physics is identified. This is termed the electronic ideality factor, $n_{el}$, and (as opposed to the standard ideality factor) can be used to deduce the dominant source of recombination in a PSC, independent of its ionic properties.",https://arxiv.org/pdf/2105.11226v1,"Nyquist, impedance spectroscopy, impedance measurement, impedance data, impedance response, impedance spectroscopy, AI",46.73,
2407.00293v1,A Compact Electrochemical Model for a Conducting Polymer Dendrite Impedance,"Antoine Baron, Enrique Hernández-Balaguera, Sébastien Pecqueur",2024,physics.app-ph,"Conducting Polymer Dendrites (CPD) are truly inspiring for unconventional electronics that shapes topological circuitries evolving upon an application. Driven by electrochemical processes, an electrochemical impedance rules signal propagation from one node to another. However, clear models dictating their behavior in an electroactive electrolyte have not been identified yet. In this study, we investigate on CPD in an aqueous electrolyte by impedance spectroscopy to unify their signal transport with an electrical model, aiming to define a circuit simulation block to integrate these objects in systems for in materio information processing.",https://arxiv.org/pdf/2407.00293v1,"electrochemical impedance, impedance spectroscopy, electrochemical impedance, impedance spectroscopy, AI",46.73,
1905.11855v3,"From Dye Sensitized to Perovskite Solar Cells, The Missing Link","So-Min Yoo, Seog Joon Yoon, Juan A. Anta, Hyo Joong Lee, Pablo P. Boix, Iván Mora-Seró",2019,physics.app-ph,"Fundamental working mechanisms of perovskite solar cells remain an elusive topic of research. Impedance Spectroscopy (IS) application to perovskite-based devices generates uncommon features and misleading outputs, mainly due to the lack of a stablished model for the interpretation of the results. In this work we control the perovskite precursor concentration to fabricate a series of perovskite-based solar cells with different amounts of perovskite absorber. Low concentration devices present the well-known dye sensitized solar cell (DSSCs) impedance pattern. As the amount of perovskite is increased, the characteristic impedance spectra of thin-film perovskite solar cells (PSCs) arises. This transition is characterized by a change in the working principles, determined by an evolution of the dominant capacitance: from the intermediate frequency chemical capacitance of TiO2 in devices with isolated perovskite domains, to a large low-frequency capacitance signal which divides the spectra in two sections, yet with no direct influence in final device performance. This study allows to link experimentally, in terms of impedance behavior, PSCs with the rest of solar cell devices via DSSCs. We observe that it is not possible to assign a single physical origin to the different resistances determined in the impedance spectra except for the series resistance. In contrast, resistive element present contributions from different physical processes, observing a transport-recombination coupling. Based on this analysis we provide an equivalent circuit model to evaluate the impedance pattern of PSCs in terms of the processes directly affecting the final performance (i.e. considering transport-related and recombination-related losses), a crucial tool for further development of perovskite photovoltaics.",https://arxiv.org/pdf/1905.11855v3,"Impedance Spectra, impedance spectroscopy, impedance spectroscopy, AI",46.73,
1807.00954v3,The Two Faces of Capacitance: New Interpretations for Electrical Impedance Measurements of Perovskite Solar Cells and Their Relation to Hysteresis,"Daniel A. Jacobs, Heping Shen, Florian Pfeffer, Jun Peng, Thomas P. White, Fiona J. Beck, Kylie R. Catchpole",2018,physics.app-ph,"Perovskite solar cells are notorious for exhibiting transient behaviour not seen in conventional inorganic semiconductor devices. Significant inroads have been made into understanding this fact in terms of rapid ion migration, now a well-established property of the prototype photovoltaic perovskite MAPbI$_3$ and strongly implicated in the newer mixed compositions. Here we study the manifestations of ion migration in frequency-domain small-signal measurements, focusing on the popular technique of Electrical Impedance Spectroscopy (EIS). We provide new interpretations for a variety of previously puzzling features, including giant photo-induced low-frequency capacitance and negative capacitance in a variety of forms. We show that these apparently strange measurements can be rationalized by the splitting of AC current into two components, one associated with charge-storage, and the other with the quasi-steady-state recombination current of electrons and holes. The latter contribution to the capacitance can take either a positive or a negative sign, and is potentially very large when slow, voltage-sensitive processes such as ion migration are at play. Using numerical drift-diffusion semiconductor models, we show that giant photo-induced capacitance, inductive loop features, and low-frequency negative capacitance all emerge naturally as consequences of ion migration via its coupling to quasi-steady-state electron and hole currents. In doing so, we unify the understanding of EIS measurements with the comparably well-developed theory of rate dependent current-voltage (I-V) measurements in perovskite cells. Comparing the two techniques, we argue that EIS is more suitable for quantifying I-V hysteresis than conventional methods based on I-V sweeps, and demonstrate this application on a variety of cell types.",https://arxiv.org/pdf/1807.00954v3,"EIS, impedance spectroscopy, impedance spectroscopy, AI",46.73,
2401.06409v2,On Supercapacitors Time-Domain Spectroscopy. C/R Characteristic Slope,"Dmitry Valentinovich Agafonov, Arina Romanovna Kuznetsova, Mikhail Evgenievich Kompan, Vladislav Gennadievich Malyshkin",2024,"physics.chem-ph, physics.app-ph","A novel time-domain technique for supercapacitor characterization is developed, modeled numerically, and experimentally tested on a number of commercial supercapacitors. The method involves momentarily shorting a supercapacitor for a brief duration, denoted as $τ$, and measuring first $\int Idt$ and second $\int I^2dt$ moments of current along with the potential before and after shorting. The effective $C(τ)$ and $R(τ)$ are then obtained from charge preservation and energy dissipation invariants. A linear behavior in $[R(τ),C(τ)]$ parametric plot is observed by several orders of $τ$. This gives a $C/R$ characteristic slope: how much $ΔC$ we can ``gain'' if we are ready to ``lose'' $ΔR$ in internal resistance. The $C/R$ characteristic slope characterizes possible energy and power properties of the device in terms of materials and technology used, this is a measure of supercapacitor perfection. The technique has been proven with experimental measurements and then validated through computer modeling, analytic analysis, and impedance spectroscopy on a number of circuit types: transmission line, binary tree, etc., a new n-tree element (nTE) is introduced. The approach offers an alternative to low-frequency impedance spectroscopy and methods outlined in the IEC 62391 standard. It provides valuable insights into the performance and characteristics of supercapacitors.",https://arxiv.org/pdf/2401.06409v2,"impedance spectroscopy, impedance spectroscopy, AI",46.73,
1902.04328v1,Electro-Oxidation of p-Silicon in Fluoride-Containing Electrolyte: A Physical Model for the Regime of Negative Differential Resistance,"Munir Salman, Maximilian Patzauer, Dominique Koster, Fabio La Mantia, Katharina Krischer",2019,"physics.chem-ph, nlin.CD, nlin.PS","When Si is anodically oxidized in a fluoride containing electrolyte, an oxide layer is grown. Simultaneously, the layer is etched by the fluoride containing electrolyte. The resulting stationary state exhibits a negative slope of the current-voltage characteristics in a certain range of applied voltage. We propose a physical model that reproduces this negative slope. In particular, our model assumes that the oxide layer consists of both partially and fully oxidized Si and that the etch rate depends on the effective degree of oxidation. Finally, we show that our simulations are in good agreement with measurements of the current-voltage characteristics, the oxide layer thickness, the dissolution valence, and the impedance spectra of the electrochemical system.",https://arxiv.org/pdf/1902.04328v1,"Impedance Spectra, electrochemical system, AI",46.73,
1805.06446v3,Ionic-to-electronic current amplification in hybrid perovskite solar cells: ionically gated transistor-interface circuit model explains hysteresis and impedance of mixed conducting devices,"Davide Moia, Ilario Gelmetti, Phil Calado, William Fisher, Michael Stringer, Onkar Game, Yinghong Hu, Pablo Docampo, David Lidzey, Emilio Palomares, Jenny Nelson, Piers R. F. Barnes",2018,"physics.app-ph, cond-mat.mtrl-sci","Mobile ions in hybrid perovskite semiconductors introduce a new degree of freedom to electronic devices suggesting applications beyond photovoltaics. An intuitive device model describing the interplay between ionic and electronic charge transfer is needed to unlock the full potential of the technology. We describe the perovskite-contact interfaces as transistors which couple ionic charge redistribution to energetic barriers controlling electronic injection and recombination. This reveals an amplification factor between the out of phase electronic current and the ionic current. Our findings suggest a strategy to design thin film electronic components with large, tuneable, capacitor-like and inductor-like characteristics. The resulting simple equivalent circuit model, which we verified with time-dependent drift-diffusion simulations of measured impedance spectra, allows a general description and interpretation of perovskite solar cell behaviour.",https://arxiv.org/pdf/1805.06446v3,"Impedance Spectra, AI",46.73,
2512.05607v1,Prussian Blue and Prussian Blue Analogs as Emerging Memristive Materials,L. B. Avila,2025,"cond-mat.mtrl-sci, physics.app-ph","Prussian blue analogues (PBAs) and related organic materials are promising platforms for next-generation memory and energy-storage technologies due to their redox activity, ionic mobility, and compatibility with low-cost and scalable fabrication. Electrodeposited Prussian Blue (PB) and Prussian White (PW) thin films show robust resistive switching with ON/OFF ratios from one to three orders of magnitude in both bipolar and unipolar modes. Structural and spectroscopic analyses reveal homogeneous films with well-defined grain boundaries and ionic pathways that enable filamentary conduction. Current-voltage measurements, impedance spectroscopy, and quantum transport modeling indicate switching mechanisms governed by ohmic or space-charge-limited conduction, driven by potassium-ion migration and reversible redox processes. PB-based devices also exhibit conductance quantization with discrete steps at integer and half-integer multiples of G0, consistent with ballistic electron transport through atomic-scale channels. Complementary studies on perylene-based liquid crystals and FeHCF on graphene oxide highlight the versatility of PBAs for memory and supercapacitor applications. Together, these results demonstrate the multifunctionality and scalability of PBAs for future ReRAM, neuromorphic computing, multilevel memory, cryptographic hardware, and high-performance energy-storage devices.",https://arxiv.org/pdf/2512.05607v1,"impedance spectroscopy, impedance spectroscopy, AI",46.73,
2401.09173v1,Challenges in Measuring Transport Parameters of Carbonate-based Electrolytes,"Lukas Lehnert, Maryam Nojabaee, Arnulf Latz, Birger Horstmann",2024,physics.chem-ph,"Numerical simulations are a powerful tool for the development and improvement of Li-ion batteries. Modeling the mass transport of the involved electrolytic solutions requires precise determination of the corresponding electrolyte parameters. In this work, we attempt to measure the conductivity, the diffusion coefficient, the transference number and the thermodynamic factor for a system of 0.5$\,$M LiPF$_6$ dissolved in a blend of ethylene carbonate and ethyl methyl carbonate (EC:EMC, 3:7 weight) at 20$\,$°C and 50$\,$°C. Applying galvanostatic polarization experiments to symmetrical metal Li | electrolyte + separator | Li metal cells reveals, however, a potential response qualitatively deviating from theoretical expectations. Impeded diffusion processes indicate the presence of additional, undesired porous structures on the Li electrodes, preventing a reliable evaluation of the electrolyte parameters. To spectrally resolve the diffusive processes, we conduct very-low-frequency impedance spectroscopy. The impedance in fact exhibits multiple interfering diffusive features. In our measurements, an explicit identification of the impedance for the sole diffusion through the separator is however not feasible. Therefore, the authors doubt that polarizing experiments using Li metal electrodes yield accurate parameters for electrolytes.",https://arxiv.org/pdf/2401.09173v1,"impedance spectroscopy, impedance spectroscopy",46.73,
1607.07929v2,The humidity sensing properties and mechanism of strontium-hexaferrite ceramics,"Hui-Feng Zhang, Jian Li, Gang-Qin Shao, Zhen-Sheng Gao, Jin-Hua Liu, H. -N. Girish",2016,"cond-mat.mtrl-sci, physics.chem-ph","The humidity sensitivity of n-type strontium-hexaferrite semiconductors, X-type (Sr2Co2Fe28O46) and Z-type (Sr3Co2Fe24O41), are investigated at room temperature. The contact and reactions between water and material surface are demonstrated considering the formation of oxide ion vacancy, singly-ionized / fully-ionized oxide ion vacancy, and the chemisorbed / physisorbed / condensed water. An impedance spectra model is proposed considering the material-electrode interface, interior material, grain boundary, absorbed water and Warburg response. The mechanism of electronic coupled with protonic conduction and humidity sensing mechanism are explained.",https://arxiv.org/pdf/1607.07929v2,"Impedance Spectra, AI",46.73,
2504.11861v1,Visualization Analysis and Impedance Analysis for the Aging Behavior Assessment of 18650 Cells,"Yihan Shi, Qingrui Pan, Jitao Li, Xiaoze Shi, Youchang Wang, Peng Xiao",2025,"cond-mat.mtrl-sci, physics.app-ph","This work presents a comprehensive study on the aging behavior of 18650-type lithium-ion batteries, focusing on the uneven intercalation of lithium ions during fast charging processes. It introduces a novel approach using color visual recognition technology to analyze color changes in the graphite anode, indicative of lithiation levels. The study employs X-ray diffraction (XRD) and Distribution of Relaxation Time (DRT) techniques to validate and analyze the observations. The study emphasizes the significance of electrode impedance, the positioning of battery tabs, and electrolyte distribution in influencing the aging dynamics of lithium-ion batteries. Furthermore, the paper presents an innovative impedance Transport-Line Model, specifically developed to capture the evolution of polarization impedance over time. This model offers a deeper understanding of the internal mechanisms driving battery aging, providing valuable insights for the design and optimization of lithium-ion batteries. The research represents a significant contribution to the field, shedding light on the complex aging processes in lithium-ion batteries, particularly under the conditions of fast charging. This could lead to improved battery performance, longevity, and safety, which are critical for the wide range of applications that depend on these energy storage systems.",https://arxiv.org/pdf/2504.11861v1,,46.73,
2403.11668v1,Mechanical effects of carboxymethylcellulose binder in hard carbon electrodes,"Anne Sawhney, Emmanuel Shittu, Ben Morgan, Elizabeth Sackett, Jenny Baker",2024,physics.chem-ph,"Electrodes in sodium-ion batteries endure mechanical stress during production and application, which can damage these fragile coatings, causing performance inefficiencies and early failure. Binder material provides elasticity in electrode composites to resist fracture, but evaluating the effectiveness of binder is complicated by substrate dependency of these films, while conventional cell tests are beset by multiple electrochemical variables. This work introduces a practical low-cost indentation test to determine the elasticity of hard carbon electrodes containing standard carboxymethylcellulose binder. Using the proposed method, relative elastic moduli of hard carbon electrodes were found to be 0.079 GPa (1% binder), 0.088 GPa (2% binder), 0.105 GPa (3% binder) and 0.113 GPa (4% binder), which were validated using a computational model of film deflection to predict mechanical deformation under stress. Effects on the electrochemical performance of hard carbon anodes were also demonstrated with impedance spectroscopy and galvanostatic cycling of sodium half-cells, revealing 8-9% higher capacity retention of anodes with 4% binder compared with those containing 1% binder. These findings suggest binder content in hard carbon electrodes should be selected according to requirements for both cycle life and film flexibility during cell manufacturing.",https://arxiv.org/pdf/2403.11668v1,"impedance spectroscopy, impedance spectroscopy, AI",46.73,
2506.01264v2,Image-based measurements of Tafel slopes in aqueous MV/4-HO-TEMPO Flow Batteries,"Stéphane Chevalier, Yui Sasaki, Tsuyoshi Minami",2025,physics.chem-ph,"A total organic aqueous redox flow battery (RFB) employing methyl viologen (MV) electrolyte and 4-hydroxy-2,2,6,6-tetramethylpiperidine-1-oxyl (4-HO-TEMPO) is tested and characterized under microfluidic conditions. The absence of physical membrane and the quasi-two-dimensional energy transfers occurring in this RFB design enables the first direct measurement of Tafel kinetics, charge transfer, and charge transport resistances for both anolyte and catholyte reactants during the RFB operations. The methodology reported in this work combines spectroelectrochemical imaging and analytical modeling of the periodic mass and charge transfer equations. The Tafel kinetics and charge transfers resistances are measured through several RFB geometries and operating conditions without the need of reference electrode nor absorptivity coefficient calibration, which simplifies the experimental setup, eases the measurements and suppresses the uncertainty related to the electrolyte potential value. Data provided in this work (concentration fields, kinetics properties, electrochemical impedances) quantify the charge transfer in these systems and can serve as reference values for further advanced RFB numerical simulations and design optimization.",https://arxiv.org/pdf/2506.01264v2,"electrochemical impedance, electrochemical impedance, AI",46.73,
2111.04024v1,Analytical impedance of oxygen transport in the channel and gas diffusion layer of a PEM fuel cell,Andrei Kulikovsky,2021,physics.chem-ph,"Analytical model for impedance of oxygen transport in the gas--diffusion layer (GDL) and cathode channel of a PEM fuel cell is developed. The model is based on transient oxygen mass conservation equations coupled to the proton current conservation equation in the catalyst layer. Analytical formula for the ""GDL+channel"" impedance is derived assuming that the oxygen and proton transport in the cathode catalyst layer (CCL) are fast. In the Nyquist plot, the resulting impedance consists of two arcs describing oxygen transport in the air channel (low-frequency arc) and in the GDL. The characteristic frequency of GDL arc depends on the CCL thickness: large CCL thickness strongly lowers this frequency. At small CCL thickness, the high-frequency feature on the arc shape forms. This effect is important for identification of peaks in distribution of relaxation times spectra of low--Pt PEMFCs.",https://arxiv.org/pdf/2111.04024v1,"Nyquist, AI, DL",46.73,
1205.6539v1,Effects of Nanoparticle Geometry and Size Distribution on Diffusion Impedance of Battery Electrodes,"J. Song, M. Z. Bazant",2012,"physics.chem-ph, cond-mat.mtrl-sci","The short diffusion lengths in insertion battery nanoparticles render the capacitive behavior of bounded diffusion, which is rarely observable with conventional larger particles, now accessible to impedance measurements. Coupled with improved geometrical characterization, this presents an opportunity to measure solid diffusion more accurately than the traditional approach of fitting Warburg circuit elements, by properly taking into account the particle geometry and size distribution. We revisit bounded diffusion impedance models and incorporate them into an overall impedance model for different electrode configurations. The theoretical models are then applied to experimental data of a silicon nanowire electrode to show the effects of including the actual nanowire geometry and radius distribution in interpreting the impedance data. From these results, we show that it is essential to account for the particle shape and size distribution to correctly interpret impedance data for battery electrodes. Conversely, it is also possible to solve the inverse problem and use the theoretical ""impedance image"" to infer the nanoparticle shape and/or size distribution, in some cases, more accurately than by direct image analysis. This capability could be useful, for example, in detecting battery degradation in situ by simple electrical measurements, without the need for any imaging.",https://arxiv.org/pdf/1205.6539v1,"impedance measurement, impedance data",46.73,
2310.08945v1,Performance of a PEM fuel cell cathode catalyst layer under oscillating potential and oxygen supply,Andrei Kulikovsky,2023,physics.chem-ph,"A model for impedance of a PEM fuel cell cathode catalyst layer under simultaneous application of potential and oxygen concentration perturbations is developed and solved. The resulting expression demonstrates dramatic lowering of the layer impedance under increase in the amplitude of the oxygen concentration perturbation. In--phase oscillations of the overpotential and oxygen concentration lead to formation of a fully transparent to oxygen sub--layer. This sub--layer works as an ideal non polarizable electrode, which strongly reduces the system impedance.",https://arxiv.org/pdf/2310.08945v1,,46.73,
1908.02559v3,On The Inverse Relaxation Approach To Supercapacitors Characterization,"Mikhail Evgenievich Kompan, Vladislav Gennadievich Malyshkin",2019,"physics.app-ph, physics.chem-ph","A novel inverse relaxation technique for supercapacitor characterization is developed, modeled numerically, and experimentally tested on a number of commercial supercapacitors. It consists in shorting a supercapacitor for a short time $τ$, then switching to the open circuit regime and measuring an initial rebound and long-time relaxation. The results obtained are: the ratio of ""easy"" and ""hard"" to access capacitance and the dependence $C(τ)$, that determines what the capacitance the system responds at time-scale $τ$; it can be viewed as an alternative to used by some manufacturers approach to characterize a supercapacitor by fixed capacitance and time-scale dependent internal resistance. Among the advantages of proposed technique is that it does not require a source of fixed current, what simplifies the setup and allows a high discharge current regime. The approach can be used as a replacement of low-frequency impedance measurements and the ones of IEC 62391 type, it can be effectively applied to characterization of supercapacitors and other relaxation type systems with porous internal structure. The technique can be completely automated by a microcontroller to measure, analyze, and output the results.",https://arxiv.org/pdf/1908.02559v3,"impedance measurement, AI",46.73,
2205.03833v1,Non-Debye impedance and relaxation models for dissipative electrochemical capacitors,"Anis Allagui, Hachemi Benaoum, Ahmed S. Elwakil, Mohammad Alshabi",2022,"physics.app-ph, cond-mat.dis-nn, physics.chem-ph","Electrochemical capacitors are a class of energy devices in which complex mechanisms of accumulation and dissipation of electric energy take place when connected to a charging or discharging power system. Reliably modeling their frequency-domain and time-domain behaviors is crucial for their proper design and integration in engineering applications, knowing that electrochemical capacitors in general exhibit anomalous tendency that cannot be adequately captured with traditional integer-order-based models. In this study we first review some of the widely used fractional-oder models for the description of impedance and relaxation functions of dissipative resistive-capacitive system, namely the Cole-Cole, Davidson-Cole, and Havriliak-Negami models. We then propose and derive new q-deformed models based on modified evolution equations for the charge or voltage when the device is discharged into a parallel resistive load. We verify our results on anomalous spectral impedance response and time-domain relaxation data for voltage and charge obtained from a commercial supercapacitor.",https://arxiv.org/pdf/2205.03833v1,"impedance response, AI",46.73,
